IPAddress,Describe,Time,Forgiveness,Morality,Tone,valenceThen_1,intensityThen_1,Valence Now,Intensity Now,revenge_1,revenge_1,revenge_1,revenge_1,revenge_1,Revenge,avoidance_1,avoidance_1,avoidance_1,avoidance_1,avoidance_1,avoidance_1,avoidance_2,Avoidance,benevolence_1,benevolence_1,benevolence_1,benevolence_1,benevolence_1,benevolence_1,Benevolence,age,gender
75.179.165.66,A person I know a few years ago that I trusted and had a lot of respect for turned out to be someone who hurt me the most and I loss all trust and respect for. I was emotionally torn apart and never thought that I could ever forgive this person for hurting me and abandoned me in my most time of need. I was young and lost and needed help more than ever and I never felt so abandoned and hurt in my life ,42278,Yes,7,1,1,7,1,7,5,7,6,2,5,5,5,7,6,7,3,6,6,5.714285714,1,1,4,5,3,3,2.833333333,46,Female
204.186.126.181,It was about 6 years ago. I was stabbed in my thigh by a drunkard. It was very fortunate to be taken to the hospital very early. There was no complications though,"april, 2017",Yes,5,5,5,4,5,5,2,1,3,2,2,2,1,2,5,2,3,2,3,2.571428571,5,4,3,5,4,2,3.833333333,50,Female
66.91.210.148,A friend of mine ended our friendship by ghosting me. I was very hurt y this. But eventually I forgave her. I didn't want to hold on to my hurt and my anger. ,42156,Yes,6,3,1,7,3,4,1,1,1,1,1,1,4,4,4,4,7,7,4,4.857142857,4,1,1,1,6,1,2.333333333,43,Female
97.118.86.6,"This was with an ex best friend. They had continued to manipulate me in the friendship and when they hurt me made me forgive them as if it were my fault. In every fight we had, I was the one who had to forgive them otherwise they would drop me. In the end this caused way too much emotional damage for me.","August, 2015",Yes,7,1,3,6,5,3,3,3,5,2,6,3.8,7,2,4,7,3,5,3,4.428571429,1,5,1,4,4,3,3,20,Female
67.234.178.118,"I was on a trip 4,000 miles away from home visiting a very good friend whom I'd met on the internet. This was not my first visit there, I'd been before and had a wonderful time. This trip we decided I'd rent a motorcycle and ride with him throughout my visit. We had a great time riding in his country. On the trip to return the motorcycle, we were on a highway when my bike's low gas light came on. I tried to indicate this to my friend but he misunderstood and thought I just wanted to slow down. We pulled into a byway and I just mentioned I didn't want to get run over. I didn't realize he didn't know my gas light had come on. We continued on without stopping at a gas station, and eventually the bike ran out of gas just a few miles from the bike shop to which we were returning it. He was furious and thought I'd made it all up. The light had indeed come on very early and the bike continued for much longer than the usual 20 miles, but I researched and saw that was a common problem with this particular bike. He never accepted my explanation and, although I knew what happened with our misunderstanding, it still hurt immensely that he thought I had lied to him. He refused to discuss it further.",42186,Yes,3,1,1,7,2,6,1,1,1,1,1,1,1,1,5,1,1,1,1,1.571428571,7,7,7,7,6,5,6.5,62,Female
76.130.151.151,"I had a girlfriend, who I was going to ask to marry me on Christmas, break up with me on Christmas eve. She had no idea I was going to pop the question. I was hurt like nothing before and it took me a while to get over it. Eventually I forgave her, we got back together, but later realized it was just not working.",41609,Yes,3,1,1,7,4,2,2,2,2,1,1,1.6,5,4,4,5,7,7,4,5.142857143,5,4,3,4,7,4,4.5,38,Male
162.247.107.224,"Was just having a normal conversation with a friend that kept goin on about certain things. It eventually got to a point where they basically ignored everything about what I was doing or dealing with and because I was not on par with them, went as far as degrading my situation. They went in telling me that I need to get off my ass and do something with my life, all because I was not actively working a physical job like they were and was looking for something better. Felt like they absolutely did not care for what I want and that I need to just follow through like everyone else instead of looking for something that I actually want to do and pursue.","June, 2021",Yes,7,1,2,7,1,6,1,1,1,1,1,1,3,2,1,2,2,4,4,2.571428571,5,4,3,4,2,1,3.166666667,34,Male
70.188.43.9,I had a major fight with my sister when she asked my honest opinion of the man she was dating. My sister did not like my answer and began screaming at me telling me she would never want to be like me and pointing out all the mistakes I had made in my life. I was so hurt by some of the nasty things she said to me. As time went on she finally apologized and told me she didn't mean what she said and was just upset about how awful the relationship she was in was.,43313,Yes,6,2,1,7,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,42,Female
172.56.84.181,"one time I had a big fight with my brother he harmed me physically and emotionally, but he asked for forgiveness and I forgave him. everything was ok after that but I still remember it ","august, 2014",Yes,7,2,1,1,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1.142857143,7,7,7,7,7,7,7,35,Male
24.227.44.162,i did an investment with a friend of mine and when it was time to get my returns she kept coming up with flimsy excuses and i later found out my friend channeled the money towards some personal problems and i got so angry but ended up forgiving her even though i would never trust her anymore.,"August, 2021",Yes,7,2,2,7,2,7,2,1,6,2,2,2.6,3,1,6,2,2,2,2,2.571428571,6,5,6,6,6,5,5.666666667,23,Female
81.161.7.111,Well about 2 years ago my wife and i had an arguement and she left he for about 3 days i was really shocked ,44317,Yes,3,5,5,4,4,5,5,2,2,2,3,2.8,3,2,2,2,2,3,2,2.285714286,2,2,2,2,2,2,2,47,Male
170.205.158.160,My boyfriend cheated on me. I found out after his friend told me . I questioned my boyfriend and he admitted it. I was sad and this felt like being stabbed in the back.,"February , 2010",Yes,7,1,1,7,1,7,1,1,1,1,1,1,7,7,7,1,1,5,1,4.142857143,7,1,1,1,7,1,3,37,Female
172.59.168.114,Someone was making me feel really sad and humiliated. They always acted like we were in a competition even though they were someone I really trusted. They made me feel like I did not deserve to be in a happy relationship with someone I really loved and cared about.,"February, 2019",Yes,5,1,1,6,1,6,1,1,1,1,1,1,5,1,5,1,1,1,1,2.142857143,5,7,7,7,6,6,6.333333333,24,Female
73.67.177.145,"Someone I was in a relationship with became abusive, and each time there was an episode, they apologized afterward and said they had not quite been themselves when it happened, and they were going to try to do better. After a few weeks the same thing happened, and it was just a repeat. They begged for forgiveness and pointed out how many problems they had from having grown up in an abusive household. ",42644,Yes,5,2,1,6,3,4,3,2,4,2,2,2.6,6,2,7,7,5,6,6,5.571428571,3,3,2,2,6,4,3.333333333,51,Male
174.198.149.62,"I found messages in my husband's phone to and from another person about a planned encounter. I was completely caught off guard and I was devastated. I was hurt, scared, and honestly just lost at the thought of what I was supposed to do with that information. At the time, we had two young tweens and being a single parent just wasn't....couldn't happen. He agreed to go to counseling and after a very long time I did allow myself to forgive him for his indiscretions. That doesn't mean that I have forgotten or that I allow myself to be vulnerable anymore, but to an extent, forgiveness has happened. ","April, 2017",Yes,7,1,1,7,1,6,1,1,1,1,1,1,1,1,7,1,1,1,2,2,7,7,7,7,4,6,6.333333333,49,Female
75.118.121.253,"My long term girlfriend dumped me after so many years of dating and it was very devastating to accept,but a point I had to understand her perspective and agree with the decision cos she was rather in love with someone else",44317,Yes,6,2,6,5,3,5,5,3,5,6,6,5,7,6,5,6,6,5,6,5.857142857,5,3,6,3,5,5,4.5,34,Male
71.117.31.77,A person I considered a close friend tried taking advantage of me. I could not believe someone I felt this close to would do this. I would have happily helped them if they had just asked and were authentic about it. I forgave them but I do not consider them a close friend anymore. ,"May, 2018",Yes,7,4,1,7,2,7,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,30,Male
172.56.2.20,When I was in the 10th grade and some dude started called me the b word for nothing. I wasnt really offended by the statement because it wasn't true at all. I was offended by me not doing nothing for a response like this.,42767,Yes,4,3,3,5,6,5,4,1,4,4,4,3.4,5,4,5,4,4,4,3,4.142857143,6,4,5,4,4,4,4.5,22,Male
108.18.145.54,My girlfriend of a few years was still with her husband but had told me she was no longer together.  We were out one day at Home Depot and ran into her husband which turned into a very awkward event.  I was worried that he might attack me so I just acted like she was my friend although we had been holding hands which would be really weird.  They left together and I left separately but there was more drama to follow. ,42309,Yes,5,3,2,6,3,4,1,1,1,1,1,1,2,1,4,1,1,1,1,1.571428571,5,6,6,6,6,5,5.666666667,50,Male
172.100.121.67,"While attending a high school graduation ceremony, I was with a group of friends. After the ceremony, we walked as a group to the exit of the building. On the way there, my friends stopped quite a bit to greet and say hi to friends. It was crowded so I ended up getting lost eventually. They left without me. I was hurt emotionally, but they apologized and I quickly accepted.",I don't really remember the year. I think it was 2018 or 2019.,Yes,4,1,1,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,5,6,7,5,5.833333333,21,Female
24.197.132.189,"There was a person I was dating back when I was around 21 years old. I had become very fond of her and we were together quite a while. Eventually, my friend Mike talked with her too. I found out later on that she had cheated on me with him. I was crushed at this. I didn't even want to talk to her or him. Eventually, after time had passed, I did forgive her. In that i let go of the anger and sadness I had towards her. I even talked to her a bit.","May, 2007",Yes,7,1,1,7,2,3,1,1,1,1,1,1,2,4,7,1,7,7,1,4.142857143,7,5,1,1,7,1,3.666666667,37,Male
71.29.231.125,My wife wanted a divorce because she said I was a problem in her life. We ended up divorcing. Later I found out that during the last year we were married she was having an affair. This really upset me emotionally. We had been married and faithful to each other for thirty six years. I have forgave her and now we are still good friends that get along very well!,"December, 2021",Yes,7,1,1,7,2,6,1,1,1,1,1,1,1,1,2,1,1,1,1,1.142857143,7,7,7,7,7,7,7,61,Male
98.215.136.94,"When I was 20, I was emotionally harmed by a girl I knew. I had feelings for her and she had feelings for me. We decided to try it out. It worked for awhile but in the end, she ended up breaking up with me. It seemed to be going so well, no fights, nothing bad. But I guess she wasn't feeling it. I was emotionally destroyed. At the end of the day though, I did ended up forgiving her. It was hard, but I did. ","July 8th, 2014",Yes,1,3,1,1,4,4,1,1,1,1,1,1,2,1,2,2,2,2,2,1.857142857,5,4,3,3,6,4,4.166666667,29,Male
172.56.208.16,"I was in a relationship with Shannon the mother of my kids for 14 years. I have been diagnosed with depression. During the summer of 2018 I was having a hard time with my problem and checked myself into a psychiatric hospital. When the doctor called Shannon about me coming home, she told the doctor I wasn't welcome back home. At the time My kids were 13, 11, and 11(I have twins).","July, 2018",Yes,5,2,2,7,3,5,1,1,2,1,1,1.2,4,2,2,3,1,3,3,2.571428571,5,3,6,3,6,6,4.833333333,61,Male
